ranking	entry_name	numSpectra1	totalIntensity01	numSpectr02	totalIntensity02	numColumnsProteinObserved	numSpectraProteinObserved	protein_mw	species	numSpeciesPresentR1	numPepsUniqueSharedSpecies	numSpectraSharedSpecies	totalIntensitySharedSpecies	numPepsUniqueSpecies1	numSpectraSpecies1	totalIntensitySpecies1	numPepsUniqueSpecies2	accession_number	accession_numbers	coverage_map	coverage_maps	percentCoverage	percentCoverages	numPepsUnique	scoreUnique	scoresUnique	groupNum	subgroupNum
186	Isoform 3 of Receptor-type tyrosine-protein phosphatase N2	2	1.25E+07	3	7.58E+08	2	5	115270.5	HUMAN	1			0.00E+00	4	5	7.71E+08	0	Q92932-3	Q92932-3|Q92932|Q92932-4|Q92932-2|E7EM83	0+94+10+345+22+6+28+533	0+94+10+345+22+6+28+533|0+71+10+345+22+6+28+533|0+54+10+345+22+6+28+533|0+71+10+345+22+6+28+504|0+388+22+6+28+533	5.7	5.7|5.9|6|6|5.1	4	48.35	48.35|48.35|48.35|48.35|40.15	190	190.1
187	Ig kappa chain V-III region HAH	2	3.90E+08	3	3.73E+08	2	5	14186.7	HUMAN	1			0.00E+00	3	5	7.63E+08	0	P18135	P18135|P18136	0+44+22+16+16+19+7+5	0+44+22+16+16+19+7+5|0+44+22+16+16+31	34.8	34.8|29.4	3	26.29	26.29|19.17	210	210.2
188	Nucleobindin-1	2	6.65E+07	5	6.73E+08	2	7	53878.3	HUMAN	1	1	1	1.80E+07	3	6	7.22E+08	0	Q02818	Q02818|Q02819	0+53+16+149+11+158+12+11+11+40	0+53+16+149+11+158+12+11+11+40|0+217+11+231	10.8	10.8|2.3	4	36.84	36.84|5.17	216	216.1
189	Carboxypeptidase B2	4	6.03E+08	3	1.13E+08	2	7	48993.9	HUMAN	1			0.00E+00	6	7	7.16E+08	0	Q96IY4	Q96IY4	0+155+7+128+7+82+20+7+15+2	0+155+7+128+7+82+20+7+15+2	11.5	11.5	6	52.03	52.03	181	181.1
190	Macrophage colony-stimulating factor 1	2	1.35E+08	5	5.59E+08	2	7	60863	HUMAN	1			0.00E+00	3	7	6.94E+08	0	P09603	P09603|P09603-2|P09603-3	0+157+12+258+16+27+13+71	0+157+12+258+16+27+13+71|0+157+12+269|0+157+12+87	7.4	7.4|2.7|4.6	3	28.32	28.32|9.1|9.1	247	247.1
191	Proenkephalin-A	4	3.44E+08	4	3.32E+08	2	8	31185.8	HUMAN	1			0.00E+00	4	8	6.76E+08	0	P01210	P01210	0+36+19+11+19+57+16+11+16+82	0+36+19+11+19+57+16+11+16+82	26.2	26.2	4	48.68	48.68	189	189.1
192	UPF0764 protein C16orf89	3	2.31E+08	9	4.42E+08	2	12	45961	HUMAN	1			0.00E+00	8	12	6.73E+08	0	Q6UX73	Q6UX73|Q6UX73-2	0+32+34+10+22+21+12+139+10+122	0+32+34+10+22+21+12+139+10+122|0+32+34+10+22+21+12+139+10+81	19.4	19.4|21.6	8	71.62	71.62|71.62	145	145.1
193	Versican core protein	2	2.74E+08	3	4.77E+08	2	5	374810.1	HUMAN	1	2	3	7.93E+07	1	2	6.71E+08	0	P13611	P13611|P13611-5|P13611-2|P13611-3|E9PF17|P13611-4|G3XA35|Q62059-2|E9QMK3|Q62059-4|Q86W61|Q8BS97	0+260+8+8+12+2910+20+178	0+260+8+8+12+2910+20+178|0+260+8+8+12+2910+20+152|0+260+8+8+12+1923+20+178|0+260+8+8+12+1156+20+178|0+212+8+8+12+1156+20+178|0+260+8+8+12+169+20+178|0+276+12+1908+20+178|0+276+12+1912+20+177|0+276+12+169+20+178|0+276+12+169+20+177|0+260+8+8+12+66|0+276+12+80	1.1	1.1|1.1|1.6|2.4|2.5|6.1|1.3|1.3|4.8|4.8|5.6|3.2	3	25.35	25.35|25.35|25.35|25.35|25.35|25.35|19.96|19.96|19.96|19.96|19.12|13.73	264	264.1
194	Isoform 2 of Lymphocyte antigen 6H	2	3.78E+08	2	3.34E+08	2	4	17596	HUMAN	1	1	2	4.56E+07	1	2	6.65E+08	0	O94772-2	O94772-2|O94772|Q8K356|Q9WUC3	0+64+13+26+17+41	0+64+13+26+17+41|0+43+13+26+17+41|0+102+17+41|0+81+17+41	18.6	18.6|21.4|10.6|12.2	2	27.44	27.44|27.44|15.51|15.51	254	254.1
195	Amyloid-like protein 2	7	3.47E+08	10	9.37E+08	2	17	87981.2	HUMAN	1	4	6	6.30E+08	6	11	6.53E+08	0	Q06481	Q06481|Q06481-6|Q06481-3|Q06481-2|Q06481-4|Q06481-5|Q60709|Q06335|Q06335-2	0+78+6+42+22+8+15+136+13+27+14+88+10+10+19+136+17+21+8+93	0+78+6+42+22+8+15+136+13+27+14+88+10+10+19+136+17+21+8+93|0+88+6+42+22+8+15+136+13+27+14+88+10+10+19+162+8+93|0+78+6+42+22+8+15+136+13+27+14+88+10+10+19+162+8+93|0+78+6+42+22+8+15+222+10+10+19+136+17+21+8+93|0+78+6+42+22+8+15+222+10+10+19+162+8+93|0+78+6+42+6+88+10+10+19+162+8+93|0+307+13+27+14+88+10+191+8+93|0+393+10+203+8+93|0+393+10+191+8+93	16.2	16.2|14|14.2|13.7|11.5|9.3|5.9|2.5|2.5	10	94.12	94.12|80.27|80.27|72.55|58.7|41.91|37.38|15.81|15.81	121	121.1
196	Glutathione peroxidase 3	3	2.75E+08	5	1.05E+09	2	8	25766.4	HUMAN	1	2	5	6.95E+08	2	3	6.34E+08	0	P22352	P22352|P46412	0+106+31+48+12+11+8+10	0+106+31+48+12+11+8+10|0+120+17+71+8+10	22.5	22.5|11	4	43.14	43.14|22.31	201	201.1
197	Isoform 3a of Neurexin-1	3	5.38E+08	5	8.09E+08	2	8	172420.6	HUMAN	1	5	6	7.16E+08	1	2	6.32E+08	0	Q9ULB1-3	Q9ULB1-3|E7ERL8|F5GYC7|Q9ULB1-2|F8WB18|Q9ULB1|Q9CS84|Q9CS84-2|Q9CS84-3|F6RHI8|E0CY11|E0CZA5|Q9CS84-5|Q9CS84-4|E7ETA5|P58400|P0DI97|G3UXK2|G3UWQ9	0+504+8+242+14+295+10+118+10+249+15+82	0+504+8+242+14+295+10+118+10+249+15+82|0+464+8+242+14+295+10+118+10+249+15+82|0+456+8+242+14+295+10+118+10+249+15+82|0+456+8+242+14+295+10+118+10+249+15+82|0+464+8+242+14+295+10+118+10+219+15+82|0+464+8+242+14+295+10+118+10+219+15+82|0+471+8+242+14+295+10+118+10+253+11+82|0+464+8+242+14+295+10+118+10+253+11+82|0+456+8+242+14+295+10+118+10+253+11+82|0+456+8+242+14+295+10+118+10+250+11+82|0+452+8+242+14+295+10+118+10+253+11+82|0+436+8+242+14+295+10+118+10+250+11+82|0+464+8+242+14+295+10+118+10+223+11+82|0+136+8+242+14+295+10+118+10+250+11+82|0+32+10+127+10+219+15+82|0+116+10+219+15+82|0+112+10+253+11+82|0+112+10+223+11+82|0+46+11+82	3.6	3.6|3.7|3.8|3.8|3.8|3.8|3.5|3.5|3.5|3.5|3.5|3.5|3.5|4.5|7|5.6|4.4|4.7|7.9	6	47.77	47.77|47.77|47.77|47.77|47.77|47.77|39.61|39.61|39.61|39.61|39.61|39.61|39.61|39.61|31.84|26.96|18.8|18.8|12.25	193	193.1
198	Trans-Golgi network integral membrane protein 2	1	7.60E+07	3	5.31E+08	2	4	51111.9	HUMAN	1			0.00E+00	3	4	6.07E+08	0	O43493	O43493|J3KQ45|O43493-3|O43493-5|O43493-2|O43493-4|F8W8W7|O43493-6	0+55+9+5+14+56+14+327	0+55+9+5+14+56+14+327|0+55+9+5+14+56+14+301|0+55+9+5+14+56+14+300|0+55+9+5+14+56+14+294|0+55+9+5+14+56+14+284|0+55+9+5+14+56+14+226|0+55+9+217|0+55+9+217	7.7	7.7|8.1|8.1|8.2|8.4|9.7|3.2|3.2	3	34.83	34.83|34.83|34.83|34.83|34.83|34.83|9.8|9.8	224	224.1
199	Carboxypeptidase E	11	2.52E+09	16	2.46E+09	2	27	53549.1	HUMAN	1	11	18	4.38E+09	5	9	5.97E+08	0	P16870	P16870|P16870-2|Q00493	0+42+13+20+6+5+35+29+39+7+7+59+39+54+19+38+21+1+21+21	0+42+13+20+6+5+35+29+39+7+7+59+39+54+19+38+21+1+21+21|0+6+13+20+6+5+35+29+39+7+7+59+39+54+19+38+21+1+21+21|0+42+13+20+6+5+35+29+39+7+7+159+12+46+13+43	42	42|45.4|26.2	16	154.47	154.47|154.47|102.41	73	73.1
200	"Keratin, type I cytoskeletal 10"	6	5.88E+08	5	8.72E+08	2	11	59054.3	HUMAN	1	3	5	8.70E+08	4	6	5.90E+08	0	P13645	P13645|P02535|P02535-2|A2A513|P02535-3|O77727|P13646|P13646-3|K7ERE3|P13646-2|P08730|P08730-2	0+165+12+51+38+56+11+106+11+134	0+165+12+51+38+56+11+106+11+134|0+163+12+51+7+10+12+315|0+154+12+51+7+10+12+315|0+154+12+51+7+10+12+315|0+154+12+51+7+10+12+216|0+183+7+10+21+232|0+184+7+10+12+245|0+184+7+10+12+207|0+184+7+10+12+202|0+172+7+10+12+154|0+176+7+10+12+232|0+176+7+10+12+106	12.3	12.3|5.4|5.5|5.5|6.7|6.1|4.1|4.5|4.5|5.3|4.3|6.1	7	70.11	70.11|27.86|27.86|27.86|27.86|20.01|13.95|13.95|13.95|13.95|13.95|13.95	146	146.1
201	Metallothionein	2	3.13E+08	1	2.67E+08	2	3	12866.3	HUMAN	1			0.00E+00	2	3	5.80E+08	0	H3BPK2	H3BPK2|H3BQX6|P25713	0+77+12+8+11+5	0+77+12+8+11+5|0+45+12+8+11+5|0+32+12+8+11+5	20.3	20.3|28.3|33.8	2	26.16	26.16|26.16|26.16	261	261.1
202	Complement component C8 beta chain	8	4.67E+08	6	3.09E+08	2	14	68757.3	HUMAN	1	2	4	2.05E+08	6	10	5.71E+08	0	P07358	P07358|F5H7G1|F5GY80|Q8BH35|Q8BH35-2	0+85+32+4+11+164+9+4+11+47+13+84+22+12+19+3+19+52	0+85+32+4+11+164+9+4+11+47+13+84+22+12+19+3+19+52|0+69+11+164+9+4+11+47+13+84+22+12+19+3+19+52|0+59+11+164+9+4+11+47+13+84+22+12+19+3+19+52|0+120+11+177+11+270|0+120+11+111+11+270	23	23|19.2|19.6|3.7|4.2	8	73.66	73.66|55.39|55.39|15.48|15.48	141	141.1
203	"Isoform 3 of Malate dehydrogenase, cytoplasmic"	4	3.96E+08	4	4.56E+08	2	8	38912.2	HUMAN	1	3	4	2.89E+08	2	4	5.63E+08	0	P40925-3	P40925-3|P40925|P40925-2|B9A041|B8ZZ51|P14152	0+188+29+6+25+68+12+24	0+188+29+6+25+68+12+24|0+170+29+6+25+68+12+24|0+81+29+6+25+68+12+24|0+46+29+6+25+68+12+24|0+5+29+6+25+68+12+24|0+179+20+6+15+78+12+24	18.7	18.7|19.7|26.9|31.4|39|14	5	52.48	52.48|52.48|52.48|52.48|52.48|31.81	178	178.1
204	Calreticulin	4	1.82E+09	6	1.62E+09	2	10	48311.8	HUMAN	1	5	6	2.87E+09	2	4	5.61E+08	0	P27797	P27797|P14211	0+48+16+34+13+42+6+48+41+24+6+139	0+48+16+34+13+42+6+48+41+24+6+139|0+48+7+43+13+42+6+63+26+24+6+138	19.6	19.6|13.9	7	61.66	61.66|38.61	157	157.1
205	Insulin-like growth factor-binding protein 4	2	1.59E+08	6	6.39E+08	2	8	29131.7	HUMAN	1	2	3	2.44E+08	3	5	5.54E+08	0	P22692	P22692|P47879|H3BLB7	0+49+24+90+17+11+15+7+10+21+14	0+49+24+90+17+11+15+7+10+21+14|0+49+24+136+10+35|0+116+10+35	31	31|13.3|6.2	5	50.57	50.57|20.73|8.47	184	184.1
206	Golgi membrane protein 1	2	2.62E+08	2	2.70E+08	2	4	45503.6	HUMAN	1			0.00E+00	2	4	5.32E+08	0	Q8NBJ4	Q8NBJ4|Q8NBJ4-2	0+276+12+97+9+7	0+276+12+97+9+7|0+266+12+97+9+7	5.2	5.2|5.3	2	21.37	21.37|21.37	289	289.1
207	Complement component C8 alpha chain	2	2.25E+08	5	7.83E+08	2	7	66873.7	HUMAN	1	2	3	4.86E+08	4	4	5.23E+08	0	P07357	P07357|Q8K182|A2A997|A2A998	0+68+24+42+17+45+8+3+7+271+13+22+17+47	0+68+24+42+17+45+8+3+7+271+13+22+17+47|0+207+7+271+13+89|0+207+7+271+13+82|0+163+7+271+13+89	14.7	14.7|3.4|3.4|3.6	6	61.88	61.88|18.96|18.96|18.96	156	156.1
208	Isoform 2 of Voltage-dependent calcium channel subunit alpha-2/delta-1	8	1.42E+09	10	7.97E+08	2	18	124322.2	HUMAN	1	7	11	1.70E+09	5	7	5.19E+08	0	P54289-2	P54289-2|P54289-3|P54289|P54289-5|P54289-4|E7ERK3|O08532-5|O08532-4|O08532|E9Q1X8|O08532-2|O08532-3	0+49+14+81+13+38+21+16+20+144+24+209+23+40+18+83+10+186+6+22+19+55	0+49+14+81+13+38+21+16+20+144+24+209+23+40+18+83+10+186+6+22+19+55|0+49+14+81+13+38+21+16+20+144+24+204+23+40+18+83+10+186+6+22+19+55|0+49+14+81+13+38+21+16+20+144+24+284+18+83+10+186+6+22+19+55|0+49+14+81+13+38+21+16+20+144+24+265+18+83+10+186+6+22+19+55|0+49+14+81+13+38+21+16+20+144+24+260+18+83+10+186+6+22+19+55|0+49+14+81+13+38+21+16+20+57|0+144+13+75+20+144+24+209+23+141+10+288|0+144+13+75+20+144+24+204+23+141+10+288|0+144+13+75+20+144+24+385+10+288|0+144+13+75+20+144+24+373+10+288|0+144+13+75+20+144+24+366+10+288|0+144+13+75+20+144+24+361+10+288	15.3	15.3|15.4|13.1|13.3|13.4|22|8.2|8.2|6|6.1|6.1|6.2	12	98.92	98.92|98.92|92.19|92.19|92.19|50.77|50.4|50.4|43.67|43.67|43.67|43.67	113	113.1
209	Myosin-7	18	3.78E+09	28	4.63E+09	2	46	223892.1	HUMAN	1	25	37	3.21E+09	5	7	4.81E+08	0	P12883	P12883|Q91Z83|P13533|Q02566|Q5SX39|P13542|P11055|P12882|Q9UKX2|Q5SX40|G3UW82|A7E2Y1|A2AQP0|Q9UKX3|Q9Y623|P13535|P13541|B1AR69|A7E2Y1-3	0+213+21+179+16+294+16+314+7+23+10+48+8+27+17+2+17+13+15+10+10+34+9+2+12+9+18+38+8+6+14+10+25+40+15+3+18+16+20+35+14+38+7+11+14+1+20+15+15+30+24+37+14+103	0+213+21+179+16+294+16+314+7+23+10+48+8+27+17+2+17+13+15+10+10+34+9+2+12+9+18+38+8+6+14+10+25+40+15+3+18+16+20+35+14+38+7+11+14+1+20+15+15+30+24+37+14+103|0+213+21+489+16+314+7+23+10+48+8+27+17+2+17+13+15+10+10+34+9+2+12+9+18+38+8+30+25+40+15+144+7+11+14+1+20+15+15+30+24+37+14+103|0+214+21+820+7+81+8+27+17+2+17+13+15+54+9+23+18+38+8+30+25+40+15+92+14+38+7+11+14+1+20+15+15+30+24+156|0+214+21+490+16+314+7+81+8+27+17+2+17+13+15+54+9+34+7+38+8+30+25+40+15+177+20+15+15+30+24+37+14+104|0+1057+7+81+8+27+17+2+17+114+18+38+8+367+24+154|0+1056+7+81+8+27+17+2+17+125+7+38+8+367+24+153|0+1054+7+81+8+46+17+125+7+38+8+367+24+158|0+1057+7+81+8+46+17+125+7+38+8+367+24+154|0+1059+7+81+8+46+17+125+7+38+8+367+24+154|0+1060+7+81+8+46+17+125+7+38+8+367+24+154|0+1060+7+81+8+46+17+125+7+38+8+367+24+154|0+57+6+997+7+81+8+188+7+38+8+367+24+153|0+57+6+997+7+81+8+188+7+38+8+367+24+153|0+1057+7+81+8+188+7+38+8+367+24+153|0+1057+7+81+8+188+7+38+8+367+24+154|0+1056+7+81+8+188+7+38+8+367+24+153|0+1054+7+81+8+188+7+38+8+367+24+158|0+1057+7+81+8+188+7+38+8+367+24+153|0+11+10+153	19.8	19.8|15.6|13|12.2|5.1|4.5|3.6|3.6|3.6|3.6|3.6|3|3|2.7|2.7|2.7|2.7|2.7|5.7	30	266.58	266.58|220.19|182.86|173.93|86.57|78.53|66.28|66.28|66.28|66.28|66.28|55.17|55.17|49.66|49.66|49.66|49.66|49.66|10.71	37	37.1
210	Contactin-2	11	9.26E+08	12	1.24E+09	2	23	114075.9	HUMAN	1	10	16	1.70E+09	5	7	4.64E+08	0	Q02246	Q02246|Q61330	0+128+9+30+15+41+19+78+25+55+20+27+7+144+19+67+18+172+9+65+54+38	0+128+9+30+15+41+19+78+25+55+20+27+7+144+19+67+18+172+9+65+54+38|0+130+9+30+15+53+7+78+25+55+20+178+19+349+36+36	18.7	18.7|12.5	15	157.78	157.78|113.31	71	71.1
211	Retinoic acid receptor responder protein 2	2	6.36E+07	4	3.63E+08	2	6	18959.6	HUMAN	1			0.00E+00	3	6	4.27E+08	0	Q99969	Q99969	0+28+11+74+24+26	0+28+11+74+24+26	21.4	21.4	3	27.17	27.17	257	257.1
212	Ecto-ADP-ribosyltransferase 3	2	4.17E+08	1	7.70E+06	2	3	44264.8	HUMAN	1			0.00E+00	3	3	4.25E+08	0	Q13508	Q13508|Q13508-3|Q13508-2	0+80+11+35+18+245	0+80+11+35+18+245|0+80+11+35+18+234|0+80+11+35+18+223	7.4	7.4|7.6|7.9	3	23.02	23.02|23.02|23.02	278	278.1
213	Semaphorin-7A	9	4.09E+08	5	3.55E+08	2	14	75906.4	HUMAN	1	5	7	3.49E+08	4	7	4.15E+08	0	O75326	O75326|O75326-2|F5GYX3|Q9QUR8	0+66+26+2+10+5+8+7+11+91+13+28+13+22+15+73+8+128+22+118	0+66+26+2+10+5+8+7+11+91+13+28+13+22+15+73+8+128+22+118|0+66+26+2+10+108+13+28+13+22+15+73+8+128+22+118|0+61+13+28+13+22+15+73+8+128+22+118|0+106+8+110+13+28+13+22+15+73+8+268	18.9	18.9|16.4|14.1|8.5	9	94.23	94.23|79.51|48.96|48.85	119	119.1
214	Plasma kallikrein	3	9.55E+07	6	3.18E+08	2	9	73479.4	HUMAN	1			0.00E+00	6	9	4.13E+08	0	P03952	P03952|E9PBC5	0+92+10+28+9+30+11+179+27+90+12+150	0+92+10+28+9+30+11+179+27+90+12+150|0+92+10+28+9+30+11+179+27+90+12+64	10.8	10.8|12.5	6	51.7	51.7|51.7	182	182.1
215	72 kDa type IV collagenase	4	2.31E+08	7	4.89E+08	2	11	74964.9	HUMAN	1	5	7	3.13E+08	2	4	4.07E+08	0	P08253	P08253|P08253-3|P08253-2|P33434|P33434-2|P34960|Q3TCW6|Q8BJC0	0+62+9+56+31+17+12+47+8+240+7+30+12+129	0+62+9+56+31+17+12+47+8+240+7+30+12+129|0+12+9+56+31+17+12+47+8+240+7+30+12+129|0+51+31+17+12+47+8+240+7+30+12+129|0+62+9+56+19+29+12+297+7+30+12+129|0+51+19+29+12+297+7+30+12+129|0+140+12+321|0+70+12+321|0+140+12+187	11.9	11.9|12.9|11.9|8.9|8.5|2.5|2.9|3.5	7	58.6	58.6|58.6|51.36|39.76|32.52|11.2|11.2|11.2	167	167.1
216	Brain acid soluble protein 1	3	1.34E+08	3	2.53E+08	2	6	22693	HUMAN	1			0.00E+00	3	6	3.86E+08	0	P80723	P80723|P80723-2	0+84+13+52+35+43	0+84+13+52+35+43|0+95+35+43	21.1	21.1|20.2	3	30.32	30.32|17.67	240	240.1
217	Reelin	3	2.39E+08	8	5.71E+08	2	11	395275	HUMAN	1	5	7	4.52E+08	4	4	3.59E+08	0	J3KQ66	J3KQ66|P78509|P78509-2|P78509-3|Q60841|Q60841-2|Q60841-3	0+503+15+237+20+33+14+171+8+179+11+1608+15+286+10+107+16+227	0+503+15+237+20+33+14+171+8+179+11+1608+15+286+10+107+16+227|0+503+15+237+20+33+14+171+8+179+11+1608+15+286+10+107+16+227|0+503+15+237+20+33+14+171+8+179+11+1608+15+286+10+107+16+225|0+503+15+237+20+33+14+171+8+179+11+1608+15+286+10+107+16+194|0+756+20+405+11+1909+10+107+16+227|0+756+20+405+11+1909+10+107+16+225|0+756+20+405+11+1909+10+107+16+194	3.1	3.1|3.1|3.1|3.1|1.6|1.6|1.6	9	59.78	59.78|59.78|59.78|59.78|33.5|33.5|33.5	163	163.1
218	Apolipoprotein(a)	2	5.03E+07	2	1.45E+08	2	4	515060.4	HUMAN	1			0.00E+00	2	4	3.54E+08	0	P08519	P08519	0+3270+13+85+16+1164	0+3270+13+85+16+1164	0.6	0.6	2	20.07	20.07	300	300.1
219	Exostosin-like 2	3	1.18E+08	5	2.23E+08	2	8	37750.3	HUMAN	1			0.00E+00	5	8	3.42E+08	0	Q9UBQ6	Q9UBQ6|F5GZK1	0+105+19+97+7+30+28+13+11+20	0+105+19+97+7+30+28+13+11+20|0+92+19+97+7+30+28+13+11+20	19.6	19.6|20.5	5	44.71	44.71|44.71	196	196.1
220	Ribonuclease T2	3	1.48E+08	4	1.85E+08	2	7	30107.9	HUMAN	1			0.00E+00	4	7	3.33E+08	0	O00584	O00584|D6REQ6|O00584-2|J3QQ64	0+36+14+93+26+5+7+75	0+36+14+93+26+5+7+75|0+105+26+5+7+75|0+36+14+71|0+36+14+21	18.3	18.3|15.1|11.5|19.7	4	34.66	34.66|24.76|9.9|9.9	225	225.1
221	Neuronal pentraxin-1	5	2.29E+08	9	1.52E+09	2	14	47635	HUMAN	1	6	10	1.42E+09	3	4	3.29E+08	0	Q15818	Q15818|Q62443	0+123+29+28+8+10+13+16+8+149+45+3	0+123+29+28+8+10+13+16+8+149+45+3|0+123+29+28+8+39+8+187+7+3	23.8	23.8|12	9	86.95	86.95|51.62	133	133.1
222	Apolipoprotein M	2	1.37E+08	3	1.71E+08	2	5	21595.2	HUMAN	1			0.00E+00	3	5	3.08E+08	0	O95445	O95445|Q5SRP5|O95445-2	0+98+14+50+9+17	0+98+14+50+9+17|0+26+14+50+9+30|0+26+14+50+9+17	12.2	12.2|17.8|19.8	3	27.34	27.34|27.34|27.34	256	256.1
223	Multiple epidermal growth factor-like domains protein 8	10	3.15E+08	10	8.30E+08	2	20	314220.6	HUMAN	1	10	11	8.46E+08	6	9	2.99E+08	0	Q7Z7M0	Q7Z7M0|Q7Z7M0-2|P60882	0+95+22+236+12+394+12+55+18+160+30+127+11+177+21+128+8+60+12+32+18+157+18+137+13+2+13+144+20+17+10+686	0+95+22+236+12+394+12+55+18+160+30+127+11+177+21+128+8+60+12+32+18+157+18+137+13+2+13+144+20+17+10+686|0+95+22+236+12+394+18+160+30+127+11+177+21+128+8+60+12+32+18+157+18+137+13+2+13+144+20+17+10+686|0+759+12+55+18+317+11+177+21+128+8+60+12+151+18+152+13+144+20+713	8.3	8.3|8.1|4.7	16	148.38	148.38|139.33|98.95	81	81.1
224	Proline-rich transmembrane protein 3	0	0.00E+00	4	2.93E+08	1	4	102765.9	HUMAN	1			0.00E+00	3	4	2.93E+08	0	Q5FWE3	Q5FWE3|Q5FWE3-3	0+48+18+10+24+176+14+691	0+48+18+10+24+176+14+691|0+48+18+10+24+176+14+131	5.7	5.7|13.3	3	29.34	29.34|29.34	244	244.1
225	Carbonic anhydrase 3	4	5.08E+08	8	8.86E+08	2	12	29842.1	HUMAN	1	3	6	1.11E+09	3	6	2.86E+08	0	P07451	P07451|P16015	0+24+12+3+18+10+9+37+13+86+12+2+27+7	0+24+12+3+18+10+9+37+13+86+12+2+27+7|0+67+9+37+13+86+12+36	35	35|13	6	55.78	55.78|23.94	171	171.1
226	Inter-alpha-trypsin inhibitor heavy chain H3	5	2.08E+08	4	1.39E+08	2	9	100132.7	HUMAN	1	1	2	6.68E+07	2	7	2.79E+08	0	Q06033	Q06033|Q06033-2|E7ET33|Q61704|E9PVS1	0+57+9+154+14+99+15+542	0+57+9+154+14+99+15+542|0+53+9+154+14+99+15+542|0+57+9+154+14+99+15+350|0+220+14+655|0+220+14+465	4.2	4.2|4.2|5.4|1.5|2	3	31.38	31.38|31.38|31.38|8.35|8.35	237	237.1
227	Isoform 2 of Apolipoprotein L1	3	1.26E+08	2	1.47E+08	2	5	46031.7	HUMAN	1			0.00E+00	4	5	2.73E+08	0	O14791-2	O14791-2|O14791|O14791-3	0+321+26+33+17+17	0+321+26+33+17+17|0+305+26+33+17+17|0+287+26+33+17+17	10.3	10.3|10.8|11.3	4	32.71	32.71|32.71|32.71	230	230.1
228	Isoform 2 of Fibulin-2	1	1.61E+07	2	2.56E+08	2	3	137965.3	HUMAN	1			0.00E+00	2	3	2.72E+08	0	P98095-2	P98095-2|P98095	0+407+24+721+18+61	0+407+24+721+18+61|0+407+24+674+18+61	3.4	3.4|3.5	2	23.42	23.42|23.42	274	274.1
229	Neurofascin	6	3.22E+08	8	9.59E+08	2	14	150879.9	HUMAN	1	9	11	1.01E+09	3	3	2.69E+08	0	O94856	O94856|O94856-13|O94856-7|O94856-9|O94856-6|O94856-11|O94856-12|O94856-4|O94856-5|O94856-8|O94856-3|O94856-10|Q810U3|O94856-2|E9PW06|E9Q171|D6RBU5	0+138+6+72+10+16+18+66+6+2+21+31+10+156+17+50+6+55+11+10+18+66+15+547	0+138+6+72+10+16+18+66+6+2+21+31+10+156+17+50+6+55+11+10+18+66+15+547|0+138+6+72+10+16+18+66+6+2+21+31+10+156+17+50+6+55+11+10+18+66+15+468|0+138+6+72+10+16+18+66+6+2+21+31+10+156+17+50+6+55+11+10+18+66+15+457|0+138+6+72+10+16+18+66+6+2+21+31+10+156+17+50+6+55+11+10+18+66+15+440|0+138+6+72+10+16+18+66+6+2+21+31+10+156+17+50+6+55+11+10+18+66+15+424|0+132+6+72+10+33+18+66+6+2+21+31+10+156+17+50+6+55+11+10+18+66+15+378|0+138+6+72+10+16+18+66+6+2+21+31+10+156+17+50+6+55+11+10+18+66+15+271|0+138+6+72+10+16+18+66+6+2+21+31+10+156+17+50+6+55+11+10+18+66+15+266|0+138+6+72+10+16+18+66+6+2+21+31+10+156+17+96+11+10+18+66+15+547|0+132+6+72+10+33+18+66+6+2+21+31+10+156+17+96+11+10+18+66+15+378|0+132+6+72+10+33+18+66+6+2+21+31+10+156+17+96+11+10+18+66+15+373|0+132+6+72+10+16+18+66+6+2+21+31+10+156+17+96+11+10+18+66+15+378|0+138+6+72+10+100+6+2+21+31+10+156+17+50+6+160+15+440|0+138+6+72+10+16+18+66+6+2+21+31+10+156+17+50|0+132+6+72+10+117+6+2+21+31+10+156+17+201+15+378|0+132+6+72+10+100+6+2+21+31+10+156+17+201+15+378|0+138+6+72+10+33+18+66+6+2+21+31+10+73	10.2	10.2|10.8|10.9|11.1|11.2|11.6|12.8|12.9|9.9|11.2|11.2|11.4|7.3|14.2|7.2|7.3|14.6	12	104.5	104.5|104.5|104.5|104.5|104.5|104.5|104.5|104.5|96.68|96.68|96.68|96.68|79.92|75.31|72.1|72.1|63.84	107	107.1
230	Hyaluronan-binding protein 2	3	1.92E+08	1	6.70E+07	2	4	64781.6	HUMAN	1			0.00E+00	3	4	2.59E+08	0	Q14520	Q14520|Q14520-2	0+313+6+78+19+54+10+80	0+313+6+78+19+54+10+80|0+287+6+78+19+54+10+80	6.2	6.2|6.5	3	23.3	23.3|23.3	275	275.1
231	V-set and transmembrane domain-containing protein 2A	5	1.93E+09	2	4.98E+08	2	7	34026.2	HUMAN	1	2	6	2.17E+09	1	1	2.50E+08	0	B5MCX6	B5MCX6|Q8TAG5-2|F8W8J5|Q8TAG5|F6Y6A6|Q8R0A6	0+28+6+68+9+17+13+168	0+28+6+68+9+17+13+168|0+28+6+68+9+17+13+103|0+28+6+68+9+17+13+99|0+28+6+68+9+17+13+95|0+102+9+17+13+141|0+102+9+17+13+95	9	9|11.4|11.6|11.8|7.8|9.3	3	25.06	25.06|25.06|25.06|25.06|19.58|19.58	267	267.1
